pow,sunshine,humdt,sunshine_humdt,temp_press,wnd_spd,visiblt,cloud2,pow_Y
0.0,0.0,0.97727275,0.022604942,0.21942444,0.009615385,0.02853581,1.0,0.015028901734104047
0.010982658959537574,0.0,0.97727275,0.022604942,0.21223024,0.03846154,0.042111095,0.90000004,0.10057803468208093
0.06127167630057804,0.0,0.97727275,0.022604942,0.2086331,0.125,0.0332456,1.0,0.43815028901734104
0.08439306358381503,0.0,0.97727275,0.022604942,0.20143889,0.21153846,0.07023134,1.0,0.669364161849711
0.11618497109826591,0.0,0.9659091,0.033907413,0.20503595,0.15384616,0.080482066,1.0,0.6982658959537573
0.1023121387283237,0.0,0.9431819,0.056512356,0.2086331,0.05769231,0.09724339,1.0,0.7976878612716763
0.10867052023121387,0.0,0.8863636,0.11302471,0.24100718,0.1923077,0.21928246,1.0,0.7583815028901735
0.1277456647398844,0.0,0.85227275,0.14693213,0.26258993,0.13461539,0.2230226,0.90000004,0.8589595375722544
0.17803468208092488,0.0,0.8977274,0.10172224,0.23021585,0.20192307,0.15874776,1.0,0.8023121387283237
0.09884393063583816,0.0,0.8863636,0.11302471,0.23021585,0.15384616,0.21388005,0.90000004,0.7063583815028902
0.10346820809248555,0.0,0.8977274,0.10172224,0.21582736,0.05769231,0.21554233,0.90000004,0.46011560693641623
0.05433526011560694,0.0,0.8977274,0.10172224,0.22302157,0.16346155,0.14891261,0.7,0.18612716763005782
0.0005780346820809249,0.0,0.8977274,0.10172224,0.2266187,0.10576923,0.14780441,0.7,0.025433526011560695
0.0,0.0,0.9545455,0.045209885,0.19064748,0.07692308,0.080620594,0.8,0.0
0.0,0.0,0.9545455,0.045209885,0.19064748,0.009615385,0.070923954,0.90000004,0.0
